id,question,value,milliseconds,created,nquestions,expert_id,object_id
1194,Reptil,false,2380,2017-03-08 02:46:43.62627+00,3,8,324
1199,Amphibian,false,3158,2017-03-08 02:46:57.005214+00,4,8,545
1200,Reptil,false,10288,2017-03-08 02:47:00.964286+00,3,6,182
1201,Reptil,false,7554,2017-03-08 02:47:11.78847+00,3,6,156
1202,Mammal,true,3936,2017-03-08 02:47:17.906953+00,1,6,144
1204,Reptil,false,5775,2017-03-08 02:47:46.668018+00,3,6,579
1205,Reptil,false,4788,2017-03-08 02:48:03.53028+00,2,6,112
1206,Mammal,false,7727,2017-03-08 02:48:13.641583+00,2,6,256
1207,Reptil,false,2170,2017-03-08 02:48:19.076658+00,3,6,482
1208,Amphibian,false,3042,2017-03-08 02:48:24.499222+00,1,6,387
1210,Amphibian,false,2763,2017-03-08 02:48:28.487185+00,4,8,418
1213,Reptil,false,1479,2017-03-08 02:48:37.401338+00,2,8,179
1216,Bird,true,3847,2017-03-08 02:48:45.862173+00,1,8,409
1217,Mammal,false,2530,2017-03-08 02:48:49.161799+00,3,8,338
1218,Bird,false,1993,2017-03-08 02:48:49.880697+00,1,6,5
1219,Bird,false,2835,2017-03-08 02:48:52.876521+00,4,8,53
1224,Mammal,true,3126,2017-03-08 02:49:22.011564+00,1,8,378
1226,Amphibian,false,4031,2017-03-08 02:49:30.62041+00,4,8,219
1227,Amphibian,false,18111,2017-03-08 02:49:49.651472+00,4,8,482
1228,Mammal,true,1780,2017-03-08 02:49:52.275191+00,1,8,565
1230,Reptil,false,1524,2017-03-08 02:49:57.587687+00,1,8,154
1231,Amphibian,false,138925,2017-03-08 02:52:18.117078+00,3,8,143
1232,Bird,false,1523,2017-03-08 02:52:20.638502+00,4,8,219
1233,Reptil,false,1792,2017-03-08 02:52:23.327225+00,2,8,40
1234,Amphibian,false,1577,2017-03-08 02:52:25.825814+00,4,8,544
1235,Bird,false,1952,2017-03-08 02:52:28.698863+00,2,8,174
1236,Bird,false,3178,2017-03-08 02:52:32.963257+00,4,8,418
1237,Reptil,true,2366,2017-03-08 02:52:36.506288+00,2,8,133
1242,Amphibian,false,1866,2017-03-08 02:52:53.096682+00,4,8,238
6869,Bird,false,1000,2017-03-21 10:19:10.141006+00,2,5,387
6871,Reptil,false,1182,2017-03-21 10:19:17.49673+00,2,5,560
6872,Reptil,false,1891,2017-03-21 10:19:21.810446+00,2,5,551
6874,Reptil,false,1304,2017-03-21 10:19:29.523421+00,4,5,324
6875,Bird,true,1008,2017-03-21 10:19:33.020243+00,2,5,196
6877,Amphibian,false,1195,2017-03-21 10:20:01.810153+00,4,5,301
6878,Amphibian,false,1009,2017-03-21 10:20:12.074984+00,3,5,255
6881,Mammal,true,1369,2017-03-21 10:20:23.105208+00,4,5,301
6882,Reptil,false,1484,2017-03-21 10:20:28.415466+00,4,5,429
8534,Mammal,true,2208,2017-03-24 23:20:17.544449+00,4,22,444
8536,Amphibian,true,1738,2017-03-24 23:20:25.413122+00,3,22,201
8537,Mammal,false,1789,2017-03-24 23:20:30.008005+00,3,22,7
8539,Bird,false,2410,2017-03-24 23:20:38.025472+00,4,22,338
8540,Reptil,false,9036,2017-03-24 23:20:49.473002+00,2,22,462
8541,Bird,false,1847,2017-03-24 23:20:54.339261+00,4,22,558
8544,Mammal,false,1455,2017-03-24 23:21:07.859326+00,4,22,338
8546,Mammal,true,1891,2017-03-24 23:21:24.148545+00,1,22,371
8548,Reptil,false,5975,2017-03-24 23:21:36.977318+00,4,22,65
8549,Amphibian,false,4132,2017-03-24 23:21:43.09297+00,3,22,456
8551,Reptil,false,3814,2017-03-24 23:22:08.003022+00,3,22,530
8553,Mammal,true,1608,2017-03-24 23:22:16.490679+00,4,22,565
8554,Reptil,false,19541,2017-03-24 23:22:38.774564+00,3,22,285
8556,Mammal,true,2174,2017-03-24 23:23:00.064942+00,1,22,417
8557,Reptil,false,3160,2017-03-24 23:23:09.058247+00,4,22,558
8558,Reptil,false,1499,2017-03-24 23:23:12.681118+00,3,22,493
8559,Reptil,false,1345,2017-03-24 23:23:16.218197+00,2,22,101
8560,Amphibian,false,1570,2017-03-24 23:23:19.663107+00,4,22,235
8562,Amphibian,false,2145,2017-03-24 23:23:28.651027+00,2,22,377
8566,Reptil,false,2563,2017-03-24 23:23:55.51669+00,3,22,7
8576,Amphibian,false,3651,2017-03-24 23:25:37.233533+00,3,22,121
8578,Amphibian,false,2647,2017-03-24 23:25:53.472855+00,4,22,459
8579,Reptil,false,4559,2017-03-24 23:26:00.127825+00,2,22,54
8582,Reptil,false,1504,2017-03-24 23:26:11.426335+00,4,22,255
8583,Reptil,false,1217,2017-03-24 23:26:15.040677+00,4,22,565
8585,Bird,false,1812,2017-03-24 23:26:29.034368+00,3,22,456
8587,Mammal,false,2163,2017-03-24 23:26:37.040137+00,4,22,479
8588,Reptil,false,6599,2017-03-24 23:26:45.842668+00,2,22,367
8589,Mammal,true,3358,2017-03-24 23:26:51.898413+00,3,22,51
8590,Reptil,false,4028,2017-03-24 23:26:58.08051+00,4,22,418
8592,Mammal,true,1352,2017-03-24 23:27:05.667273+00,1,22,453
8593,Amphibian,false,2003,2017-03-24 23:27:16.128+00,4,22,300
8595,Mammal,false,2430,2017-03-24 23:27:24.942758+00,2,22,377
8596,Reptil,false,10272,2017-03-24 23:27:37.901034+00,3,22,443
8598,Reptil,false,12686,2017-03-24 23:27:59.940839+00,3,22,33
8599,Reptil,false,28870,2017-03-24 23:28:31.135655+00,2,22,140
9301,Mammal,true,1914,2017-03-25 17:52:57.38382+00,1,3,6
9306,Mammal,true,20020,2017-03-25 17:53:56.216992+00,1,3,517
9307,Mammal,true,1316,2017-03-25 17:53:59.569826+00,1,3,441
9309,Reptil,false,5604,2017-03-25 17:54:12.311296+00,3,3,408
9313,Mammal,true,882,2017-03-25 17:54:25.596349+00,2,3,71
9316,Mammal,true,1346,2017-03-25 17:54:43.140108+00,3,3,162
9321,Bird,false,1609,2017-03-25 17:55:09.94983+00,1,3,174
9324,Bird,false,5783,2017-03-25 17:55:31.311097+00,1,3,112
9326,Reptil,false,1360,2017-03-25 17:55:49.295494+00,2,3,194
9327,Reptil,false,1543,2017-03-25 17:55:53.009558+00,2,3,445
9328,Reptil,false,15365,2017-03-25 17:56:15.772291+00,1,3,558
9329,Bird,false,888,2017-03-25 17:56:19.033871+00,1,3,309
9330,Amphibian,false,1381,2017-03-25 17:56:22.553636+00,1,3,53
9333,Mammal,true,1044,2017-03-25 17:56:40.601309+00,2,3,419
10519,Mammal,false,1870,2017-03-25 21:11:29.042257+00,4,10,379
10522,Bird,false,1470,2017-03-25 21:11:42.858467+00,4,26,208
10524,Mammal,true,2361,2017-03-25 21:11:47.021002+00,4,26,208
10525,Reptil,false,2096,2017-03-25 21:11:50.826786+00,3,26,137
10527,Mammal,false,3319,2017-03-25 21:11:55.782574+00,1,26,166
10529,Bird,false,2068,2017-03-25 21:12:09.454841+00,4,26,397
1181,Reptil,false,1436,2017-03-08 02:45:56.271304+00,3,6,307
1182,Bird,false,4001,2017-03-08 02:45:59.446176+00,3,8,338
1183,Reptil,false,1811,2017-03-08 02:46:00.729671+00,4,6,426
1186,Reptil,false,3063,2017-03-08 02:46:06.339935+00,4,6,352
1191,Mammal,true,2097,2017-03-08 02:46:34.34341+00,3,8,297
1192,Mammal,false,3508,2017-03-08 02:46:38.849318+00,3,8,324
1193,Reptil,false,8943,2017-03-08 02:46:42.514884+00,2,6,549
1195,Bird,false,2881,2017-03-08 02:46:47.288796+00,1,8,144
1196,Reptil,false,2852,2017-03-08 02:46:47.808809+00,4,6,429
1197,Amphibian,false,1830,2017-03-08 02:46:50.060318+00,4,8,556
1198,Bird,false,2269,2017-03-08 02:46:53.096146+00,4,8,51
1203,Reptil,false,3521,2017-03-08 02:47:37.644453+00,4,6,126
1209,Mammal,false,81012,2017-03-08 02:48:24.893234+00,3,8,10
1211,Bird,false,2011,2017-03-08 02:48:31.372413+00,3,8,551
1212,Bird,false,2707,2017-03-08 02:48:34.961367+00,2,8,179
1214,Amphibian,false,2830,2017-03-08 02:48:41.064507+00,2,8,264
1215,Reptil,false,11565,2017-03-08 02:48:45.847107+00,3,6,553
1220,Reptil,false,2405,2017-03-08 02:48:56.097722+00,3,8,500
1221,Bird,false,2147,2017-03-08 02:48:59.219365+00,2,8,118
1222,Bird,false,13906,2017-03-08 02:49:14.11275+00,2,8,40
1223,Amphibian,false,2992,2017-03-08 02:49:17.954229+00,4,8,555
1225,Amphibian,false,2915,2017-03-08 02:49:25.781953+00,3,8,206
1229,Bird,false,2016,2017-03-08 02:49:55.253115+00,4,8,482
1238,Amphibian,false,4395,2017-03-08 02:52:41.769901+00,3,8,344
1239,Mammal,true,2073,2017-03-08 02:52:44.922833+00,4,8,219
1240,Mammal,true,1372,2017-03-08 02:52:47.129671+00,1,8,94
1241,Amphibian,false,2168,2017-03-08 02:52:50.157182+00,4,8,325
1243,Mammal,true,2209,2017-03-08 02:52:56.266418+00,4,8,418
1244,Mammal,false,3107,2017-03-08 02:53:00.647804+00,3,8,143
1245,Amphibian,false,2804,2017-03-08 02:53:05.072074+00,2,8,366
1246,Reptil,true,2232,2017-03-08 02:53:08.405825+00,2,8,118
1247,Amphibian,false,1877,2017-03-08 02:54:03.026709+00,4,3,374
1248,Amphibian,false,2015,2017-03-08 02:54:05.783322+00,4,3,560
1249,Amphibian,false,1087,2017-03-08 02:54:07.454019+00,3,3,484
1250,Amphibian,false,1438,2017-03-08 02:54:09.435476+00,4,3,440
1251,Amphibian,false,1514,2017-03-08 02:54:11.604275+00,4,3,388
1252,Mammal,false,7723,2017-03-08 02:54:19.897992+00,4,3,343
1253,Amphibian,false,4588,2017-03-08 02:54:25.072991+00,2,3,107
1254,Amphibian,false,75575,2017-03-08 02:54:25.119397+00,4,8,235
1255,Amphibian,false,1504,2017-03-08 02:54:27.207053+00,3,3,188
1256,Amphibian,false,1367,2017-03-08 02:54:29.153443+00,2,3,548
1257,Mammal,true,3891,2017-03-08 02:54:29.936463+00,4,8,482
1258,Mammal,true,1047,2017-03-08 02:54:30.789225+00,3,3,188
1259,Reptil,false,1210,2017-03-08 02:54:32.625672+00,2,3,457
1260,Bird,true,2525,2017-03-08 02:54:33.380383+00,2,8,137
1261,Amphibian,false,2090,2017-03-08 02:54:36.315041+00,3,8,416
1262,Mammal,false,6847,2017-03-08 02:54:40.086676+00,2,3,541
1263,Bird,false,2919,2017-03-08 02:54:40.233854+00,4,8,325
1264,Mammal,false,1827,2017-03-08 02:54:42.790057+00,3,3,303
1265,Mammal,true,4133,2017-03-08 02:54:45.433173+00,3,8,65
1266,Amphibian,false,1404,2017-03-08 02:54:45.761251+00,4,3,346
1267,Bird,false,1138,2017-03-08 02:54:47.70374+00,1,3,20
1268,Bird,false,1837,2017-03-08 02:54:48.356472+00,4,8,556
1269,Bird,true,1022,2017-03-08 02:54:49.361344+00,3,3,300
1270,Amphibian,false,2250,2017-03-08 02:54:51.464389+00,1,8,161
1271,Mammal,false,1576,2017-03-08 02:54:51.511102+00,3,3,59
1272,Reptil,false,1560,2017-03-08 02:54:53.997182+00,3,8,65
1273,Amphibian,false,1790,2017-03-08 02:54:54.038886+00,4,3,446
1274,Bird,false,1520,2017-03-08 02:54:56.352898+00,4,8,555
1275,Reptil,false,2576,2017-03-08 02:54:57.405109+00,3,3,300
1276,Mammal,false,1626,2017-03-08 02:54:58.78147+00,3,8,344
1277,Mammal,true,2239,2017-03-08 02:55:00.220688+00,2,3,363
1278,Amphibian,false,1879,2017-03-08 02:55:01.661329+00,4,8,288
1279,Amphibian,false,1385,2017-03-08 02:55:02.215276+00,4,3,399
1280,Bird,true,1372,2017-03-08 02:55:03.951545+00,4,8,235
1281,Amphibian,false,2205,2017-03-08 02:55:05.191369+00,3,3,512
1282,Bird,false,1498,2017-03-08 02:55:06.342776+00,4,8,545
1283,Bird,false,1159,2017-03-08 02:55:07.106673+00,4,3,388
1284,Bird,false,1303,2017-03-08 02:55:09.171996+00,2,3,318
1285,Bird,true,2406,2017-03-08 02:55:09.721872+00,4,8,544
1286,Reptil,false,1394,2017-03-08 02:55:11.219947+00,4,3,343
1287,Bird,true,1483,2017-03-08 02:55:12.225095+00,3,8,416
1288,Amphibian,false,1317,2017-03-08 02:55:13.297351+00,4,3,74
1289,Reptil,false,1903,2017-03-08 02:55:15.049153+00,2,8,174
1290,Amphibian,false,1765,2017-03-08 02:55:15.816981+00,4,3,549
1291,Bird,false,1069,2017-03-08 02:55:17.751976+00,2,3,88
1292,Mammal,false,2524,2017-03-08 02:55:18.502137+00,4,8,235
1293,Reptil,false,1057,2017-03-08 02:55:19.548971+00,3,3,59
1294,Mammal,true,1082,2017-03-08 02:55:21.274268+00,1,3,568
1295,Reptil,false,2133,2017-03-08 02:55:21.530156+00,4,8,219
1296,Bird,false,1394,2017-03-08 02:55:23.389526+00,4,3,373
1297,Mammal,true,1992,2017-03-08 02:55:24.633222+00,4,8,51
1298,Amphibian,true,1349,2017-03-08 02:55:25.565756+00,2,3,367
1299,Amphibian,false,1584,2017-03-08 02:55:27.197641+00,4,8,105
1300,Reptil,false,1354,2017-03-08 02:55:27.779749+00,2,3,363
1301,Mammal,false,1940,2017-03-08 02:55:30.177359+00,4,8,544
1302,Amphibian,false,4192,2017-03-08 02:55:35.36998+00,4,8,278
1303,Amphibian,false,1667,2017-03-08 02:55:37.88862+00,2,8,170
1304,Mammal,true,1275,2017-03-08 02:55:40.160618+00,2,8,170
1305,Amphibian,false,1700,2017-03-08 02:55:42.813079+00,2,8,445
1306,Amphibian,false,1258,2017-03-08 02:55:45.056266+00,3,8,578
1307,Mammal,true,2927,2017-03-08 02:55:49.044748+00,2,8,529
1308,Amphibian,false,6386,2017-03-08 02:55:56.526286+00,3,8,330
1309,Amphibian,false,3412,2017-03-08 02:56:00.999603+00,2,8,77
1310,Amphibian,false,2665,2017-03-08 02:56:04.792411+00,3,8,258
1311,Reptil,false,4040,2017-03-08 02:56:09.724741+00,4,8,482
1312,Reptil,false,1472,2017-03-08 02:56:12.06234+00,3,8,416
1313,Bird,false,1084,2017-03-08 02:56:14.147622+00,3,8,258
1314,Reptil,false,1186,2017-03-08 02:56:16.21726+00,4,8,544
1315,Mammal,true,1132,2017-03-08 02:56:18.316192+00,4,8,325
1316,Reptil,false,1653,2017-03-08 02:56:20.966623+00,4,8,51
1317,Bird,false,1212,2017-03-08 02:56:23.068724+00,2,8,365
1318,Amphibian,false,1553,2017-03-08 02:56:25.580036+00,3,8,426
1321,Mammal,true,2717,2017-03-08 02:56:33.946945+00,2,8,77
1324,Amphibian,false,15073,2017-03-08 02:56:56.348305+00,4,8,329
1325,Bird,false,164779,2017-03-08 02:58:15.431512+00,3,3,512
1326,Bird,false,3826,2017-03-08 02:59:25.667103+00,4,3,560
1327,Bird,false,1760,2017-03-08 02:59:28.712585+00,2,3,555
1329,Bird,false,155678,2017-03-08 02:59:33.162826+00,4,8,238
1332,Bird,false,2734,2017-03-08 02:59:41.745775+00,4,3,179
1333,Amphibian,false,1718,2017-03-08 02:59:45.159207+00,3,3,403
1334,Amphibian,false,1433,2017-03-08 02:59:47.643913+00,4,3,571
1335,Reptil,false,2990,2017-03-08 02:59:51.955293+00,4,8,325
1336,Amphibian,false,2836,2017-03-08 02:59:56.666867+00,3,8,301
1338,Mammal,false,1987,2017-03-08 03:00:02.753048+00,4,8,106
1339,Amphibian,false,2677,2017-03-08 03:00:06.794265+00,3,8,417
1341,Mammal,true,2033,2017-03-08 03:00:19.517562+00,4,8,238
1342,Bird,false,11022,2017-03-08 03:00:21.600847+00,4,3,374
1345,Reptil,false,1411,2017-03-08 03:00:25.751307+00,1,8,407
1346,Reptil,false,1156,2017-03-08 03:00:27.432359+00,4,3,374
1347,Bird,false,1435,2017-03-08 03:00:28.412155+00,2,8,445
1350,Amphibian,false,2844,2017-03-08 03:00:33.38887+00,4,3,310
1351,Bird,false,4157,2017-03-08 03:00:37.069275+00,2,8,240
1353,Bird,false,1664,2017-03-08 03:00:39.888529+00,4,3,446
1359,Reptil,false,2964,2017-03-08 03:00:49.738999+00,1,3,68
1362,Amphibian,false,5541,2017-03-08 03:00:55.180122+00,4,8,205
1364,Bird,false,1127,2017-03-08 03:00:57.526775+00,3,8,585
1367,Amphibian,false,1811,2017-03-08 03:01:01.828083+00,4,3,8
1369,Bird,false,2441,2017-03-08 03:01:05.633843+00,4,3,346
1371,Amphibian,false,2104,2017-03-08 03:01:08.471279+00,3,8,178
1372,Reptil,false,4722,2017-03-08 03:01:13.902096+00,4,3,74
1373,Mammal,true,5017,2017-03-08 03:01:14.546712+00,1,8,244
1374,Amphibian,false,3318,2017-03-08 03:01:19.098651+00,2,8,373
1377,Amphibian,false,1619,2017-03-08 03:01:25.03148+00,3,8,9
6887,Amphibian,false,1326,2017-03-21 10:20:50.540021+00,3,5,9
6889,Bird,false,1168,2017-03-21 10:21:03.98369+00,2,5,408
6891,Reptil,false,1802,2017-03-21 10:21:12.842667+00,3,5,446
6893,Reptil,false,1234,2017-03-21 10:21:20.481271+00,2,5,408
6896,Reptil,true,2729,2017-03-21 10:21:43.617075+00,4,5,541
6898,Amphibian,false,1766,2017-03-21 10:22:02.274895+00,4,5,395
6902,Reptil,false,1476,2017-03-21 10:22:26.212171+00,4,5,231
6911,Reptil,false,2408,2017-03-21 10:23:20.018568+00,4,5,159
6912,Amphibian,false,2688,2017-03-21 10:23:27.35739+00,3,5,517
6913,Mammal,true,1242,2017-03-21 10:23:31.789846+00,3,5,255
6926,Reptil,true,1618,2017-03-21 10:24:50.963502+00,4,5,449
6928,Bird,false,1002,2017-03-21 10:24:59.272416+00,4,5,36
6929,Reptil,false,976,2017-03-21 10:25:02.752049+00,3,5,152
6930,Reptil,true,3088,2017-03-21 10:25:08.987241+00,1,5,254
6931,Bird,false,1243,2017-03-21 10:25:13.339687+00,3,5,317
6933,Reptil,false,1561,2017-03-21 10:25:28.364385+00,3,5,423
6937,Bird,false,2972,2017-03-21 10:26:08.576389+00,4,5,342
6938,Bird,false,1167,2017-03-21 10:26:13.059817+00,2,5,179
6939,Amphibian,false,2674,2017-03-21 10:26:19.338858+00,1,5,5
6942,Reptil,false,961,2017-03-21 10:26:38.716496+00,4,5,405
6943,Amphibian,false,1804,2017-03-21 10:26:43.432742+00,2,5,483
6945,Mammal,true,905,2017-03-21 10:26:51.384459+00,4,5,140
6946,Mammal,false,1120,2017-03-21 10:26:55.025389+00,2,5,365
6947,Amphibian,false,1300,2017-03-21 10:26:58.812278+00,1,5,433
6948,Reptil,true,1877,2017-03-21 10:27:04.394648+00,4,5,498
6949,Bird,false,1205,2017-03-21 10:27:08.71122+00,3,5,54
6950,Bird,false,1106,2017-03-21 10:27:13.913654+00,2,5,444
6953,Mammal,true,1494,2017-03-21 10:27:28.246453+00,3,5,317
6955,Reptil,false,1227,2017-03-21 10:27:40.501906+00,3,5,277
6958,Mammal,true,1031,2017-03-21 10:27:56.710489+00,4,5,373
6960,Reptil,false,1316,2017-03-21 10:28:08.676455+00,3,5,245
6964,Mammal,false,2239,2017-03-21 10:28:42.838558+00,3,5,367
8600,Bird,true,2784,2017-03-24 23:28:36.958978+00,2,22,404
8601,Bird,false,2622,2017-03-24 23:28:41.830316+00,4,22,459
8602,Reptil,false,2636,2017-03-24 23:28:46.90245+00,2,22,273
8605,Bird,true,1969,2017-03-24 23:28:58.751623+00,4,22,165
8606,Reptil,false,1334,2017-03-24 23:29:02.418235+00,3,22,51
8607,Amphibian,false,1298,2017-03-24 23:29:05.93626+00,2,22,575
8608,Bird,true,1248,2017-03-24 23:29:09.330704+00,2,22,549
8611,Mammal,false,1153,2017-03-24 23:29:21.368889+00,4,22,165
8612,Mammal,false,1250,2017-03-24 23:29:25.289998+00,4,22,256
8613,Bird,false,1021,2017-03-24 23:29:29.032158+00,3,22,362
8615,Reptil,false,9831,2017-03-24 23:29:51.443632+00,3,22,115
8616,Mammal,true,2319,2017-03-24 23:29:55.88514+00,4,22,205
8617,Amphibian,false,2391,2017-03-24 23:30:00.292905+00,4,22,194
9304,Reptil,true,8442,2017-03-25 17:53:21.763465+00,4,3,338
9305,Reptil,false,9227,2017-03-25 17:53:33.363257+00,4,3,127
9308,Mammal,false,2492,2017-03-25 17:54:04.429341+00,2,3,550
9310,Bird,false,1105,2017-03-25 17:54:15.515769+00,3,3,133
9311,Reptil,false,969,2017-03-25 17:54:18.607207+00,3,3,430
9312,Reptil,false,1127,2017-03-25 17:54:22.059758+00,2,3,503
9314,Reptil,false,1049,2017-03-25 17:54:29.099419+00,2,3,380
9315,Amphibian,false,3139,2017-03-25 17:54:39.361538+00,1,3,421
9317,Mammal,true,1155,2017-03-25 17:54:46.330535+00,1,3,402
9318,Reptil,false,1391,2017-03-25 17:54:49.987216+00,3,3,294
9319,Reptil,false,1343,2017-03-25 17:54:53.551039+00,4,3,78
9320,Reptil,false,1029,2017-03-25 17:55:01.0936+00,4,3,183
9322,Reptil,false,2049,2017-03-25 17:55:14.420141+00,2,3,71
9323,Reptil,false,931,2017-03-25 17:55:17.717565+00,3,3,403
9325,Reptil,false,1373,2017-03-25 17:55:40.409005+00,4,3,560
9331,Mammal,true,1683,2017-03-25 17:56:26.554627+00,1,3,340
9332,Reptil,true,989,2017-03-25 17:56:29.853266+00,3,3,133
10531,Amphibian,true,2049,2017-03-25 21:12:13.730893+00,2,10,469
10533,Mammal,false,3964,2017-03-25 21:12:20.66211+00,2,26,329
10535,Amphibian,false,9395,2017-03-25 21:12:30.292692+00,3,16,301
10537,Mammal,false,1218,2017-03-25 21:12:32.975669+00,1,16,49
10538,Reptil,false,4480,2017-03-25 21:12:35.38315+00,4,26,440
10539,Amphibian,false,3211,2017-03-25 21:12:37.427348+00,3,16,164
1319,Amphibian,false,1425,2017-03-08 02:56:28.036014+00,2,8,243
1320,Bird,false,1268,2017-03-08 02:56:30.239563+00,3,8,578
1322,Bird,true,1338,2017-03-08 02:56:36.271374+00,4,8,106
1323,Amphibian,true,2758,2017-03-08 02:56:40.043518+00,3,8,50
1328,Amphibian,false,2094,2017-03-08 02:59:32.50299+00,4,3,320
1330,Amphibian,false,1751,2017-03-08 02:59:35.523787+00,1,3,344
1331,Mammal,false,1220,2017-03-08 02:59:37.495212+00,1,3,443
1337,Amphibian,false,1779,2017-03-08 02:59:59.763794+00,4,8,368
1340,Reptil,false,8321,2017-03-08 03:00:16.218501+00,2,8,469
1343,Amphibian,false,2063,2017-03-08 03:00:22.885421+00,4,8,386
1344,Mammal,true,1371,2017-03-08 03:00:24.98609+00,4,3,374
1348,Reptil,false,1284,2017-03-08 03:00:29.491014+00,3,3,512
1349,Reptil,false,1918,2017-03-08 03:00:31.419261+00,4,8,238
1352,Amphibian,false,2111,2017-03-08 03:00:37.150224+00,4,3,198
1354,Reptil,false,1549,2017-03-08 03:00:40.120467+00,2,8,243
1355,Reptil,true,1566,2017-03-08 03:00:42.251975+00,2,3,541
1356,Amphibian,false,2534,2017-03-08 03:00:43.799367+00,4,8,162
1357,Reptil,false,1963,2017-03-08 03:00:44.99257+00,2,3,88
1358,Amphibian,false,3825,2017-03-08 03:00:48.695811+00,4,8,209
1360,Bird,false,1240,2017-03-08 03:00:52.220006+00,4,3,74
1361,Mammal,true,1528,2017-03-08 03:00:54.438694+00,4,3,259
1363,Bird,false,1007,2017-03-08 03:00:56.370224+00,4,3,440
1365,Reptil,false,1058,2017-03-08 03:00:58.405254+00,1,3,355
1366,Bird,false,3043,2017-03-08 03:01:01.73785+00,3,8,564
1368,Mammal,true,2483,2017-03-08 03:01:05.282415+00,3,8,551
1370,Mammal,true,1636,2017-03-08 03:01:08.080498+00,4,3,74
1375,Amphibian,false,3889,2017-03-08 03:01:19.411642+00,4,3,585
1376,Bird,false,1484,2017-03-08 03:01:22.216029+00,3,8,426
1378,Reptil,false,1772,2017-03-08 03:01:27.890836+00,3,8,551
1379,Amphibian,false,14517,2017-03-08 03:01:43.763389+00,3,8,242
1380,Amphibian,false,1982,2017-03-08 03:01:46.932578+00,2,8,454
1381,Reptil,false,30931,2017-03-08 03:01:51.931024+00,4,3,259
1382,Amphibian,false,1510,2017-03-08 03:01:56.531979+00,4,3,417
1383,Amphibian,false,3958,2017-03-08 03:02:02.018263+00,3,3,397
1384,Bird,false,2866,2017-03-08 03:02:06.891661+00,4,3,399
1385,Bird,false,7417,2017-03-08 03:02:15.851544+00,4,3,310
1386,Bird,false,3985,2017-03-08 03:02:22.48161+00,1,3,50
1387,Mammal,true,5268,2017-03-08 03:02:28.673354+00,4,3,440
1388,Mammal,true,2532,2017-03-08 03:02:34.211389+00,2,3,445
1389,Mammal,true,1435,2017-03-08 03:02:37.282473+00,4,3,209
1390,Bird,true,67858,2017-03-08 03:02:56.257487+00,4,8,209
1391,Reptil,true,5221,2017-03-08 03:03:02.728178+00,3,8,344
1392,Amphibian,false,1620,2017-03-08 03:03:05.761516+00,4,8,232
1393,Bird,false,3845,2017-03-08 03:03:10.833864+00,3,8,52
1394,Mammal,true,1631,2017-03-08 03:03:13.23723+00,4,3,388
1395,Mammal,false,3166,2017-03-08 03:03:17.321498+00,2,3,18
1396,Amphibian,false,1688,2017-03-08 03:03:20.024927+00,4,3,98
1397,Reptil,false,1443,2017-03-08 03:03:22.731179+00,2,3,318
1398,Reptil,false,1391,2017-03-08 03:03:33.113815+00,4,3,388
1399,Reptil,false,2820,2017-03-08 03:03:37.40572+00,4,3,209
1400,Amphibian,true,5437,2017-03-08 03:03:44.424719+00,1,3,543
1401,Bird,false,3902,2017-03-08 03:03:49.27485+00,4,3,8
1402,Bird,false,1343,2017-03-08 03:03:52.109908+00,4,3,585
1403,Amphibian,false,4883,2017-03-08 03:03:59.001871+00,4,3,36
1404,Amphibian,false,3169,2017-03-08 03:04:03.102452+00,3,3,256
1405,Mammal,false,1359,2017-03-08 03:04:05.827493+00,4,3,446
1406,Bird,false,2746,2017-03-08 03:04:09.986122+00,4,3,98
1407,Reptil,false,13428,2017-03-08 03:04:41.038127+00,4,3,440
1408,Amphibian,false,3115,2017-03-08 03:04:46.186567+00,4,3,282
1409,Mammal,true,1545,2017-03-08 03:04:48.805908+00,4,3,8
1410,Amphibian,false,8881,2017-03-08 03:04:58.675979+00,3,3,307
1411,Bird,false,1857,2017-03-08 03:05:02.20421+00,3,3,256
1412,Bird,false,1827,2017-03-08 03:05:05.322145+00,4,3,282
1413,Reptil,false,2526,2017-03-08 03:05:10.346371+00,1,3,360
1414,Amphibian,false,3440,2017-03-08 03:05:15.461698+00,4,3,352
1415,Amphibian,false,1623,2017-03-08 03:05:18.357+00,2,3,99
1416,Bird,false,1323,2017-03-08 03:05:20.690574+00,2,3,99
1417,Bird,false,2051,2017-03-08 03:05:27.277614+00,4,3,223
1418,Amphibian,false,2456,2017-03-08 03:05:30.603003+00,4,3,95
1419,Bird,true,1089,2017-03-08 03:05:32.884418+00,4,3,352
1420,Bird,false,1006,2017-03-08 03:05:34.95882+00,3,3,307
1421,Bird,false,5698,2017-03-08 03:05:46.557652+00,4,3,571
1422,Amphibian,false,1844,2017-03-08 03:05:49.793329+00,3,3,334
1423,Amphibian,false,2085,2017-03-08 03:05:53.045804+00,3,3,161
1424,Amphibian,false,1193,2017-03-08 03:05:55.215125+00,3,3,269
1425,Amphibian,false,2175,2017-03-08 03:06:03.573361+00,2,3,106
1426,Amphibian,false,3387,2017-03-08 03:06:08.761897+00,4,3,349
1427,Mammal,true,2433,2017-03-08 03:06:13.771416+00,4,3,282
1428,Reptil,false,4134,2017-03-08 03:06:18.837469+00,1,3,205
1429,Bird,false,1138,2017-03-08 03:06:20.818365+00,4,3,198
1430,Amphibian,false,1355,2017-03-08 03:06:23.085978+00,2,3,154
